Chapter,Type,Word,Meaning
36,연관어,intensively,ad.집중적으로
46,표제어,intention,"n.의도, 목적"
46,연관어,intent,"n.의도, 목적 a.집중하는, 몰두하는"
46,연관어,intentional,a.의도적인 
46,연관어,intentionally,ad.의도적으로
2,표제어,interaction,"n.상호작용, 교류"
2,연관어,interact,"v.상호작용하다, 교류하다, 소통하다"
2,연관어,interactive,a.상호작용하는
9,표제어,interconnect,v.상호 연결하다
9,연관어,interconnection,"n.상호 연결, 연관성"
32,표제어,interdependent,a.상호 의존적인
32,연관어,interdependence,n.상호 의존성
15,표제어,interfere,v.방해하다 간섭하다
15,연관어,interference,"n.방해, 간섭"
12,표제어,internal,"a.내부의, 내적인"
12,연관어,internalization,n.내면화
12,연관어,internalize,v.내면화하다
12,연관어,internally,ad.정신적으로
3,표제어,international,a.국제적인
15,표제어,interpersonal,a.대인관계의
37,표제어,interpret,"v.해석하다, 설명하다, 통역하다"
37,연관어,interpretation,"n.해석, 설명, 번역"
21,표제어,interrupt,"v.방해하다, 끼어들다, 중단시키다"
21,연관어,interruption,"n.방해, 중단"
19,표제어,intersection,"n.교차점, 교차로"
15,표제어,intervention,"n.개입, 중재, 간섭"
15,연관어,intervene,v.개입하다
31,표제어,intimate,"a.친밀한, 친근한"
31,연관어,intimacy,n.친밀감
5,표제어,intricate,a.복잡한
5,연관어,intricacy,n.복잡성
45,표제어,intrigue,"v.흥미를 끌다, 음모를 꾸미다 n.음모, 흥미로운 일"
45,연관어,intriguing,"a.흥미로운, 매혹적인"
20,표제어,intrinsic,a.본질적인
20,연관어,intrinsically,ad.본질적으로
44,표제어,intrusive,"a.침해적인, 거슬리는"
44,연관어,intrusion,"n.침법, 침입"
37,표제어,intuitive,a.직관적인
37,연관어,intuition,"n.직관, 직감"
37,연관어,intuitively,ad.직관적으로
24,표제어,invade,v.침입하다 
24,연관어,invader,n.침입자
22,표제어,invalid,"a.무효한, 효력 없는, 근거 없는"
22,연관어,invalidate,v.틀렸음을 입증하다
7,표제어,invaluable,"a.매우 귀중한, 매우 유용한"
41,표제어,invention,"n.발명, 발명품"
41,연관어,invent,"v.발명하다, 만들다"
41,연관어,inventive,a.창의적인
30,표제어,investigate,"v.조사하다, 수사하다"
30,연관어,investigation,n.조사
30,연관어,investigative,"a.조사하는, 탐사의"
30,연관어,investigator,"n.연구자, 수사관, 조사관"
30,표제어,investment,n.투자
30,연관어,investor,n.투자자
46,표제어,invisible,a.눈에 보이지 않는
36,표제어,invoke,"v.(느낌·상상을) 불러일으키다, 적용하다, 호출하다"
47,표제어,involuntary,"a.무의식적인, 비자발적인"
47,연관어,involuntarily,ad.무의식적으로
17,표제어,involve,"v.포함하다, 관련시키다, 참여하다"
17,연관어,involved,"a.관련된, 연루된"
17,연관어,involvement,"n.관여, 참여, 개입"
17,연관어,be involved in,"v.~에 참여되다, 참여하다"
13,표제어,irrational,"a.비합리적인, 비이성적인"
42,표제어,irregular,"a.불규칙한, 고르지 않은"
42,연관어,irregularity,n.불규칙성
4,표제어,irrelevant,"a.무의미한, 무관한, 부적절한"
17,표제어,irritate,"v.짜증나게 하다, 자극하다"
17,연관어,irritated,a.짜증난
17,연관어,irritating,a.짜증스러운
17,연관어,irritation,n.짜증
21,표제어,isolation,"n.고립, 격리"
21,연관어,isolate,"v.고립시키다, 분리하다"
16,표제어,issue,"n.발행호, 쟁점, 문제 v.발행하다, 발표하다"
22,표제어,jealous,a.질투하는
29,표제어,jeopardy,n.위험
29,연관어,jeopardize,v.위태롭게 하다
29,연관어,joint,"a.공동의, 합동의 n.관절"
15,표제어,judgment,"n.추정, 판단"
15,연관어,judge,"n.심사위원, 감별사, 판사, 재판관 v.판단하다, 심사하다"
41,표제어,justify,"v.정당화하다, 근거를 제시하다"
41,연관어,just,"a.정당한, 공정한 ad.막, 방금, 정확히"
41,연관어,justice,"n.정의, 공정성"
41,연관어,justification,"n.정당화, 정당한 이유"
46,표제어,keep track of,v.~을 추적하다
46,연관어,knowledgeable,"a.지식이 있는, 아는 것이 많은"
35,표제어,labor,"n.노동, 근로, 노력 v.노동을 하다"
35,연관어,laboratory,n.실험실
35,연관어,laborious,"a.힘든, 고된"
10,표제어,lack,"n.부족, 결핍 v.부족하다"
10,표제어,landfill,"n.매립지, 쓰레기 매립"
,연관어,lasting,a.지속되는
31,표제어,launch,"v.시작하다, 발사하다, 개시하다, 진출하다 n.출시, 시작"
31,연관어,layout,"n.배치, 설계"
1,표제어,leak,n.누출 v.새다 
1,연관어,leakage,"n.누출, 누수 "
33,표제어,legal,"a.법적인, 법률의, 합법적인"
33,연관어,legally,ad.법적으로
33,연관어,legislation,"n.법률 제정, 입법"
48,표제어,legitimate,"a.정당한, 합법적인"
34,표제어,length,"n.길이, 기간"
34,연관어,lengthen,v.연장하다
4,표제어,lessen,"v.줄이다, 완화하다"
35,표제어,liberty,n.자유
35,연관어,liberate,v.자유롭게 하다
13,표제어,lifespan,"n.수명, 생애"
,연관어,lighten,"v.비추다, 밝게 하다, 가볍게 하다"
,연관어,in light of,"~에 비추어, 고려하여"
47,표제어,likelihood,"n.가능성, 개연성, 확률"
39,표제어,likely,"a.~할 것 같은, 그럴듯한 ad.아마도"
39,연관어,unlikely,"a.~할 것 같지 않은, 가능성이 없는"
39,연관어,be likely + tov,"v.하는 경향이 있다, 가능성이 있다"
28,표제어,likewise,"ad.마찬가지로, 또한"
8,표제어,limit,"v.제한하다 n.한계, 제한"
8,연관어,limitation,"n.한계, 제한"
8,연관어,limitless,"a.무제한의, 무한한"
8,연관어,be limited to,v.~에 제한되다
8,연관어,unlimited,"a.무제한의,무한한"
32,표제어,linguistic,"a.언어적인, 언어의, 언어학의"
32,연관어,be linked to,v.~~과 연관되다
32,연관어,literacy,"n.읽고 쓸 줄 아는 능력, 문해력"
32,연관어,literal,a.문자 그대로의
32,연관어,literary,"a.문학의, 문학적인"
32,연관어,literate,"a.문해력 있는, 읽고 쓸 줄 아는"
46,표제어,literature,"n.문헌, 문학"
40,표제어,load,"n.짐, 부담 v.싣다"
34,표제어,local,"a.지역의, 현지의, 지엽적인, 지방의"
34,연관어,locality,n.장소
34,연관어,locally,"ad.지역적으로, 현지에서"
23,표제어,location,"n.장소, 위치"
23,연관어,locate,"v.위치를 찾다, 위치시키다, 찾아내다"
28,표제어,lock,v.잠그다
28,연관어,unlock,v.열다
5,표제어,logical,"a.논리적인, 이성적인, 타당한"
5,연관어,logic,"n.논리, 논리학"
5,연관어,logically,ad.논리적으로
48,표제어,loneliness,"n.외로움, 고독"
48,연관어,lonely,"a.외로운, 쓸쓸한"
27,표제어,long for,"v.갈망하다, 바라다, 그리워하다"
6,표제어,longevity,"n.장수, 수명, 오래 지속됨"
46,표제어,long-lasting,a.오래 지속되는
5,표제어,long-term,"a.장기적인, 장기간의"
16,표제어,look forward to,"v.고대하다,기대하다"
46,표제어,loose,a.느슨한
46,연관어,loosely,ad.느슨하게
46,연관어,loosen,v.느슨하게 하다
9,표제어,loss,"n.손실, 상실, 분실"
9,연관어,lose,"v.잃어버리다, 상실하다, 지다 "
15,표제어,lower,"v.낮추다 a.더 낮은, 아래층의 "
27,표제어,loyalty,"n.충성심, 충실"
19,표제어,luxurious,"a.호화로운, 사치스런"
4,표제어,machinery,"n.기계류, 기계 장치"
4,연관어,machine,"n.기계, 장치"
40,표제어,magnify,"v.확대하다, ~과장하다"
3,표제어,magnitude,"n.규모, 크기"
35,표제어,main,a.주된
35,연관어,mainly,ad.주로
47,표제어,mainstream,n.주류a.주류의
28,표제어,maintain,"v.유지하다, 주장하다, 부양하다 "
28,연관어,maintenance,"n.유지, 보수"
35,표제어,major,"a.주요한, 중대한 v.전공하다 n.전공
"
35,연관어,majority,n.대다수
11,표제어,make a difference,"v.변화를 가져오다, 차이를 낳다"
45,표제어,make sure,"v.확인하다, 반드시 하다, 확실하게 하다"
34,표제어,malfunction,"n.오작동, 기능 장애, 고장"
6,표제어,malicious,a.악의 있는
36,표제어,manage,"v.처리하다, 관리하다,  운영하다, 가까스로 해내다"
36,연관어,manageable,a.관리하기 쉬운
36,연관어,management,"n.경영, 관리"
36,연관어,manager,n.관리자
42,표제어,mandatory,a.의무적인
42,연관어,mandate,n.명령
40,표제어,manifest,a.분명한 v.분명히 보여주다 
40,연관어,manifestation,n.발현
12,표제어,manipulate,"v.조종하다, 조작하다, 능숙하게 다루다"
12,연관어,manipulation,"n.조작, 조종"
1,표제어,mankind,n.인류
28,표제어,manufacture,"v.생산하다, 제조하다"
28,연관어,manufacturer,"n.제조업자, 생산자, 제조업체"
33,표제어,margin,n.가장자리
33,연관어,marginal,"a.미미한, 가장자리의, 주변적인"
33,연관어,marginalize,v.소외시키다
24,표제어,marine,"a.바다의, 해양의"
20,표제어,mark,n.표시 v.특징짓다
20,연관어,marked,"a.뚜렷한, 두드러지는"
8,표제어,marvel,"v.놀라다, n.경이"
22,표제어,mass,"n.대중, 덩어리 a.대량의, 대규모의, 대중적인"
22,연관어,massive,"a.거대한, 대규모의, 엄청난"
22,연관어,massively,"ad.몹시, 극도로"
11,표제어,mastery,"n.숙달, 통달"
11,연관어,master,"v.숙달하다 n.대가, 주인
"
12,표제어,masterpiece,"n.걸작, 명작"
30,표제어,match,"v.어울리다, 일치하다, 맞먹다"
12,표제어,material,"a.물질의, 물질적인 n.재료, 물질, 자료"
12,연관어,materialize,"v.실현하다, 구체화하다"
30,표제어,matter,"n.문제, 물질, 재료, 내용 v.중요하다"
9,표제어,mature,"a.성숙한, 어른스러운"
9,연관어,maturity,"n.성숙, 성숙함"
23,표제어,maximize,"v.극대화하다, 최대화하다"
23,연관어,maximization,n.극대화
23,연관어,maximum,a.최대의
14,표제어,meaningful,"a.의미 있는, 중요한"
14,연관어,mean,"v.의미하다, 의도하다  a.비열한
"
14,연관어,meaningless,a.의미 없는
10,표제어,means,n.수단
34,표제어,measure,"n.대책, 조치, 척도, 평가 기준 v.측정하다, 재다
"
34,연관어,measurable,"a.측정 가능한, 평가할 수 있는"
34,연관어,measurement,"n.측정, 측량"
17,표제어,mechanical,"a.기계의, 기계적인, 자동적인"
7,표제어,mediate,"v.중재하다, 조정하다"
1,표제어,medical,"a.의학의, 의료의"
1,연관어,medically,ad.의학적으로
21,표제어,medicine,"n.의학, 약"
5,표제어,medieval,a.중세의
9,표제어,meditate,v.명상하다
9,연관어,meditation,n.명상
32,표제어,medium,"n. 매체, 매개, 수단"
5,표제어,memorable,"a.기억할 만한, 인상적인"
5,연관어,memorization,"n.기억, 암기"
5,연관어,memory,n.기억
5,연관어,memorize,"v.암기하다, 기억하다"
41,표제어,mend,"v.수선하다, 고치다"
17,표제어,mental,"a.정신의, 마음의, 지적인"
17,연관어,mentality,n.사고방식
17,연관어,mentally,ad.정신적으로
5,표제어,mention,"v.언급하다, 말하다 n.언급"
12,표제어,merchandise,n.상품
16,표제어,merchant,n.상인
31,표제어,merely,ad.단지
34,표제어,merit,"n.장점, 가치"
12,표제어,messy,"a.어지러운,엉망인"
8,표제어,metabolic,a.신진대사의
8,연관어,metabolism,n.신진대사
8,연관어,metabolize,v.대사하다
2,표제어,metaphor,"n.은유, 비유"
2,연관어,metaphorical,a.은유적인
2,연관어,metaphorically,ad.은유적으로
12,표제어,method,"n.방식, 방법"
12,연관어,methodology,n.방법론
41,표제어,microbe,"n.세균, 미생물"
47,표제어,migrate,"v.이주하다, 이동하다"
47,연관어,migration,"n.이주, 이동"
47,연관어,migratory,"a.이동하는, 이주하는"
2,표제어,military,"a.군사의, 무력의 n.군대"
42,표제어,mimic,"v.모방하다, 흉내내다
"
22,표제어,mind,"a.마음, 정신 v.신경을 쓰다, 꺼리다"
22,연관어,mindful,"a.염두에 두는, 유념하는, 신중한"
22,연관어,mindfulness,"n.마음챙김, 주의 깊음"
15,표제어,mindset,"n.사고방식, 태도"
27,표제어,minimize,"v.최소화하다, 줄이다"
27,연관어,minimal,"a.최소의, 아주 적은"
27,연관어,minimum,"a.최소의 n.최소 
"
20,표제어,minor,a.사소한
20,표제어,miracle,n.기적
20,연관어,miraculous,a.기적적인
21,표제어,mirror,"v.?반영하다 n.거울
"
25,표제어,misconception,n.오해
5,표제어,miserable,"a.몹시 불행한, 비참한"
5,연관어,misery,"n.고통, 긍핍"
44,표제어,misfortune,n.불행
37,표제어,misguide,"v.오도하다, 잘못 인도하다"
22,표제어,misinformation,"n.오정보, 잘못된 정보"
10,표제어,misinterpretation,n.오해
27,표제어,misjudge,v.잘못 판단하다
37,표제어,misleading,"a.오해의 소지가 있는, 잘못 인도하는"
37,연관어,mislead,"v.잘못 인도하다, 오해하게 하다"
2,표제어,misplace,"v.잘못 두다, (감정 등을) 부적절하게 두다"
19,표제어,misunderstanding,n.오해
19,연관어,misunderstand,"v.오해하다, 잘못 이해하다"
30,표제어,misuse,"n.오용, 남용"
15,표제어,mixture,"n.혼합물, 혼합"
15,연관어,mix,v.섞이다
15,연관어,mixed,"a.엇갈리는, 뒤섞인"
41,표제어,mobility,n.이동성 
41,연관어,mobile,"a.이동하는, 유동적인"
22,표제어,moderate,"a.중간의, 온건한, 적당한  v.누그러뜨리다, 완화하다 "
22,연관어,moderation,"n.절제, 적당함"
11,표제어,modern,a.현대적인
11,연관어,modernize,v.현대화하다
2,표제어,modest,"a.보통의, 겸손한, 얌전한"
2,연관어,modesty,"n.겸손, 정숙"
40,표제어,modify,"v.수정하다, 바꾸다, 변형하다"
40,연관어,modifiable,"a.수정 가능한, 바꿀 수 있는"
40,연관어,modification,"n.수정, 변경, 개량"
24,표제어,moisture,"n.수분, 습기"
24,연관어,moisturize,v.촉촉하게 하다
42,표제어,molecule,n.분자
42,연관어,molecular,a.분자의
46,표제어,moment,"n.순간, 시기"
46,연관어,momentarily,"ad.순간적으로, 곧"
46,연관어,momentary,"a.순간적인, 찰나의"
46,연관어,momentous,a.중대한
17,표제어,monitor,"v.관찰하다, 감시하다 n.화면
"
11,표제어,monopoly,n.독점
36,표제어,monotony,"n.단조로움, 지루함"
32,표제어,moral,"n.교훈, 도덕, 윤리 a.도덕적인, 윤리적인, 교훈의"
32,연관어,morality,"n.도덕성, 윤리"
15,표제어,morale,"n.사기, 의욕"
33,표제어,mortal,a.치명적인
26,표제어,mortality,n.죽음
33,표제어,motivation,"n.동기, 의욕, 동기 부여, 자극, 열의"
33,연관어,motivate,v.동기 부여를 하다
33,연관어,motivational,"a.동기를 주는, 동기의"
33,연관어,motivator,n.동기를 주는 것
33,연관어,motive,"n.동기, 이유"
40,표제어,mount,v.시작하다
2,표제어,movement,"n.움직임, 운동, 이동, 활동"
16,표제어,multiple,"a.다수의, 많은"
16,연관어,multiply,"v.증가시키다, 증식하다, 곱하다"
7,표제어,mundane,"a.보통의,평범한, 일상적인
"
35,표제어,mutual,"a.상호의, 서로의"
35,연관어,mutually,ad.상호간에
41,표제어,mysterious,"a.신비한, 불가사의한"
18,표제어,myth,"n.신화, 근거 없는 믿음, 잘못된 통념"
18,연관어,mythical,"a.신화의, 신화적인, 상상의, 허구의"
16,표제어,naive,"a.순진한, 경험이 없는"
,연관어,namely,"ad.즉 , 다시 말해"
1,표제어,narrative,"n.이야기 a.이야기의, 서사적"
14,표제어,narrow,"a.좁은 v.좁아지다,집중하다"
23,표제어,national,"a.국가의, 국민의 n.국민
"
23,연관어,nationalism,n.민족주의
23,연관어,nationality,n.국적
20,표제어,native,"n.원주민 a.토착의, 원산지인"
9,표제어,natural,"a.자연스러운, 자연의, 타고난, 당연한 "
9,연관어,unnatural,a.부자연스러운
9,연관어,naturally,"ad.자연스럽게, 본래, 선천적으로"
9,연관어,nature,"n.자연, 본질, 본성 , 속성"
6,표제어,navigate,"v.항해하다, 길을 찾다, 조종하다, 처리하다"
6,연관어,navigation,n.항해
6,연관어,navigational,"a.탐색의, 운항의, 항해의"
5,표제어,nearby,a.근처의 ad.근처에
28,표제어,necessity,"n.필요, 필수품, 필연, 불가피한 일"
28,연관어,necessarily,"ad.반드시, 필연적으로"
28,연관어,necessary,"a.필요한, 필수의, 필수적인"
28,연관어,unnecessary,a.불필요한
38,표제어,necessitate,v.필요하게 하다
29,표제어,negative,"a.부정적인, 음성의"
29,연관어,negatively,ad.부정적으로
19,표제어,neglect,"n.소홀, 방치 v.간과하다, 무시히다, 방치하다 "
19,연관어,negligible,"a.무시할만한, 미미한, 하찮은"
32,표제어,negotiation,"n.협상, 교섭, 절충, 협의"
32,연관어,negotiable,a.협상 가능한
32,연관어,negotiate,"v.협상하다, 교섭하다"
32,연관어,negotiator,n.협상가
7,표제어,nervous,"a.긴장한, 초조한, 불안한 ,신경의"
7,연관어,nerve,n.신경
7,연관어,nervousness,n.초조함
39,표제어,neuron,"n.뉴런, 신경 세포"
39,연관어,neural,"a.신경의, 신경계의"
39,표제어,neutral,a.중립적인 
39,연관어,neutrality,n.중립
39,연관어,neutralize,v.중화하다
40,표제어,nevertheless,ad.그럼에도 불구하고
37,표제어,noble,a.고귀한
22,표제어,nod,v.끄덕이다  
9,표제어,nomadic,a.유목의
32,표제어,nonetheless,ad.그럼에도 불구하고 
16,표제어,norm,"n.표준, 규범"
16,연관어,normal,"a.정상의, 보통의"
16,연관어,normalize,"표준화하다, 정상화하다"
16,연관어,normally,"ad.보통, 평상시에는"
,연관어,notable,"a.주목할 만한, 유명한, 두드러진"
,연관어,notably,"ad.특히, 주목할만하게"
38,표제어,note,"n.메모,음  v.언급하다, 주목하다"
38,연관어,noted,"a.저명한, 주목받는"
38,연관어,noteworthy,a.주목할 만한
36,표제어,noticeable,"a.눈에 띄는, 주목할 만한,두드러진"
36,연관어,notice,"n.공지, 통지 v.알아차리다, 주목하다
"
36,연관어,noticeably,"ad.눈에 띄게, 두드러지게"
36,연관어,unnoticed,a.눈에 띄지 않는
21,표제어,notify,"v.알리다, 통보하다"
21,연관어,notification,"n.알림, 통지"
39,표제어,notion,"n.개념, 생각, 관념"
39,표제어,notoriously,ad.악명 높게도
22,표제어,novel,"a.새로운, 참신한 n.소설"
22,연관어,novelty,"n.참신함, 신기함"
27,표제어,numerable,a.셀 수 있는
23,표제어,numerical,"a.수치의, 숫자의"
10,표제어,numerous,a.수많은
11,표제어,nurture,"n.양육, 교육  v.육성하다, 양육하다"
9,표제어,nutrient,"n.영양분, 영양소"
9,연관어,nutrition,"n.영양, 영양 섭취"
9,연관어,nutritional,a.영양의
9,연관어,nutritious,a.영양가 있는
25,표제어,obesity,n.비만
25,연관어,obese,"a.비만의, 비만인"
5,표제어,obey,"v.복종하다, 따르다"
5,연관어,obedient,"a.순종적인, 순응하는"
34,표제어,objective,"a.객관적인 n.목표, 목적
"
34,연관어,object,"n.물건,물체, 대상  v.반대하다
"
34,연관어,objection,n.반대
34,연관어,objectively,ad.객관적으로
34,연관어,objectivity,"n.객관성, 객관적 태도"
39,표제어,obligation,"n.의무, 책임"
43,표제어,obscure,"a.모호한, 잘 알려지지 않은 v.흐리게 하다, 가리다
"
22,표제어,observe,"v.관찰하다, 준수하다, 말하다"
22,연관어,observable,a.관찰할 수 있는
22,연관어,observance,n.준수
22,연관어,observation,"n.관찰, 관측, 논평, 의견"
22,연관어,observational,a.관찰의
22,연관어,observatory,n.천문대
22,연관어,observer,n.관찰자
3,표제어,obstacle,"n.장애물, 방해물"
16,표제어,obstruct,v.방해하다
14,표제어,obtain,"v.얻다, 획득하다"
39,표제어,obvious,"a.명백한, 분명한"
39,연관어,obviously,ad.분명히
43,표제어,occasion,"n.경우, 때, 행사"
43,연관어,occasional,"a.가끔의, 때때로의"
43,연관어,occasionally,ad.가끔
4,표제어,occupation,n.직업
4,연관어,occupational,a.직업상의
31,표제어,occupy,"v.점유하다,차지하다, 점령하다
"
28,표제어,occur,"v.발생하다, 일어나다, 생각이 나다"
18,표제어,odd,"a.이상한, 홀수의"
44,표제어,offend,"v.기분 상하게 하다, 위반하다"
44,연관어,offence,"n.범죄, 위반"
44,연관어,offender,"n.위반자,범죄자"
44,연관어,offensive,"a.불쾌한, 공격적인, 모욕적인"
46,표제어,offer,"v.제공하다, 제안하다 n.제안, 제공
"
4,표제어,official,a.공식적인 n.공무원
8,표제어,offset,"v.상쇄하다, 보상하다"
13,표제어,offspring,"n.자식, 자손"
11,표제어,old­-fashioned,a.구식인
2,표제어,omit,v.생략하다
20,표제어,ongoing,"a.진행 중인, 지속적인"
35,표제어,operate,"v.작동하다, 운영하다, 수술하다"
35,연관어,operation,"n.작동, 수술, 운영"
35,연관어,operational,a.운영의
37,표제어,opinion,"n.의견, 견해"
46,표제어,opponent,"n.상대, 반대자 "
25,표제어,opportunity,n.기회
25,표제어,opposite,a.반대의 n.정반대
25,연관어,oppose,"v.반대하다, 대항하다"
25,연관어,opposing,"a.반대하는, 대립하는"
25,연관어,opposition,"n.반대, 저항"
25,연관어,as opposed to,전구.~와 대조적으로
25,연관어,be opposed to,v.반대하다
43,표제어,oppress,v.억압하다 
11,표제어,opt,v.선택하다
29,표제어,optical,a.시각적인
18,표제어,optimal,"a.최적의, 가장 바람직한"
18,연관어,optimally,ad.최적으로
18,연관어,optimistic,a.낙관적인
18,연관어,optimize,v.최적화하다
21,표제어,option,"n.선택, 선택사항"
21,연관어,optional,a.선택적인
12,표제어,oral,"a. 구두의, 입의,구전의"
28,표제어,order,"n.순서, 명령, 주문 v.명령하다, 정리하다, 주문하다 
"
28,연관어,orderly,"a.질서 있는, 정돈된"
18,표제어,ordinary,"a.평범한, 보통의"
44,표제어,organism,"n.생물체, 유기체"
44,연관어,organ,"n.기관, 장기"
44,연관어,organic,"a.유기적인, 유기농의, 유기체의"
13,표제어,organize,"v.조직하다, 정리하다"
13,연관어,organization,"n.조직, 단체"
46,표제어,orient,v.향하게 하다
46,연관어,orientation,n.지향성
37,표제어,original,"a.독창적인, 원래의 n.원본
"
37,연관어,origin,"n.기원, 출처, 유래"
37,연관어,originality,n.독창성
37,연관어,originally,"ad.원래, 본래"
37,연관어,originate,"v.유래하다, 비롯되다"
10,표제어,outcome,n.결과
10,표제어,outdated,"a.구식의, 시대에 뒤떨어진"
16,표제어,outdoor,"a.야외의, 옥외의"
16,표제어,outperform,"v.능가하다, 뛰어넘다"
39,표제어,output,"n.생산량,출력, 결과물 v.출력하다"
41,표제어,outstanding,"a.두드러지는, 뛰어난"
12,표제어,outweigh,"v.능가하다, 뛰어넘다"
22,표제어,overabundance,n.과잉
23,표제어,overall,"a.전반적인 ad.전반적으로
"
12,표제어,overcome,"v.극복하다, 이겨내다"
19,표제어,overcrowded,a.과밀한
13,표제어,overestimate,v.과대평가하다
18,표제어,overlook,"v.간과하다, 내려다보다"
11,표제어,overstate,v.과장하다
2,표제어,overwhelm,"v.압도하다, 당황하게 하다"
2,연관어,overwhelming,"a.압도적인, 감당하기 힘든"
11,표제어,owe,v.빚지다
33,표제어,owing to,때문에
29,표제어,pack,"v.채우다, 포장하다, 꾸리다
"
29,연관어,package,n.포장
29,연관어,packaging,"n.포장, 포장재"
29,연관어,packed,"a.빽빽한, 꽉 들어찬"
15,표제어,pain,n.고통 
15,연관어,painful,a.고통스러운
19,표제어,paradoxical,"a.역설적인, 모순된"
19,연관어,paradox,"n.역설, 모순"
19,연관어,paradoxically,ad.역설적으로
36,표제어,paralyze,v.마비시키다
36,연관어,paralysis,n.마비 
33,표제어,partial,"a.부분적인, 편향적인"
33,연관어,partiality,"n.편애, 편파"
33,연관어,partially,ad.부분적으로
1,표제어,participant,"n.참가자, 참여자"
1,연관어,participate,"v.참여하다, 참가하다"
1,연관어,participation,"n.참여, 참가"
20,표제어,particle,"n.입자, 작은 조각"
9,표제어,particular,"a.특정한, 독특한, 자세한"
9,연관어,particularly,"ad.특히, 특별히"
9,연관어,in particular,ad.특히
16,표제어,passerby,n.지나가는 사람
37,표제어,passion,"n.열정, 정열"
37,연관어,passionate,a.열정적인
37,연관어,passionately,ad.열정적으로 
39,표제어,passive,"a.수동적인, 소극적인"
39,연관어,passively,ad.수동적으로
13,표제어,patient,n.환자 a.인내심 있는
13,연관어,patience,n.인내(심)
13,표제어,pause,"n.멈춤 v.잠시 멈추다 
"
,연관어,payment,n.지불
35,표제어,peculiar,"a.독특한, 이상한"
3,표제어,peer,"n.동료, 또래"
32,표제어,penalty,"n.벌금,벌, 벌칙
"
31,표제어,perception,"n.인식, 지각"
31,연관어,perceptive,a.통찰력 있는
31,연관어,perceive,"v.인식하다, 인지하다, 여기다"
30,표제어,perfection,n.완벽(함)
30,연관어,perfect,a.완벽한 v.완성하다
30,연관어,perfectly,ad.완벽하게
14,표제어,performance,"n.공연, 성과, 연기, 수행"
14,연관어,perform,"v.수행하다, 연주하다, 공연하다, 연기하다"
35,표제어,peril,n.위험
19,표제어,period,"n.기간, 간격,시기"
19,연관어,periodic,a.주기적인
19,연관어,periodical,n.정기간행물
19,연관어,periodically,ad.주기적으로
27,표제어,perishable,"a.쉽게 상하는, 부패하기 쉬운"
27,연관어,perish,"v.죽다, 소멸하다"
6,표제어,permanent,"a.영구적인, 영속적인, 불변의"
6,연관어,permanence,n.영속성
6,연관어,permanently,ad.영원히
33,표제어,permit,"v.허가하다, 허락하다"
33,연관어,permission,"n.허용, 허락, 허가 "
13,표제어,perplex,"v.당황하게 하다, 난처하게 하다, 혼란스럽게 하다"
13,연관어,perplexing,"a.난처한, 당혹스러운, 복잡한"
34,표제어,persist,"v.계속하다, 지속되다, 고집하다"
34,연관어,persistence,"n.지속, 고집, 인내"
34,연관어,persistent,"a.지속하는, 끈질긴 "
14,표제어,personal,"a.개인적인, 사적인"
14,연관어,personality,"n.성격, 인물, 인격,개성"
14,연관어,personalize,"v.개인화하다, 개별화하다"
14,연관어,personally,"ad.직접, 개인적으로"
35,표제어,perspective,"n.관점, 시각, 원근법"
4,표제어,persuade,v.설득하다
4,연관어,persuasive,a.설득력 있는
1,표제어,pervasive,"a.퍼지는, 만연한, 널리 퍼진"
3,표제어,pessimistic,a.비관적인
1,표제어,pesticide,"n.살충제, 농약"
45,표제어,phenomenon,n.현상
45,연관어,phenomena,n.현상들
34,표제어,philosophical,"a.철학의, 철학적인, 사색적인"
34,연관어,philosopher,n.철학자
34,연관어,philosophy,"n.철학, 신념, 인생관"
6,표제어,phrase,"n.구, 구절, 표현 v.표현하다 "
1,표제어,physical,"a.신체의, 물리적인"
1,연관어,physically,"ad.육체적으로, 물리적으로"
1,연관어,physician,n.의사
1,연관어,physicist,n.물리학자
1,연관어,physics,n.물리학
34,표제어,physiological,"a.생리학의, 생리적인"
34,연관어,physiologic,a.생리학의
34,연관어,physiology,"n.생리학, 생리 "
23,표제어,piece,"n.조각,작품, 곡"
27,표제어,pile,n.더미v.쌓다
1,표제어,pill,n.알약
39,표제어,pioneer,"n.개척자 v.개척하다
"
32,표제어,place,"n.장소  v.놓다, 두다 
"
32,연관어,placement,n.배치
8,표제어,plain,"a.평범한,분명한 n.평원"
8,연관어,plainly,"ad.뚜렷하게, 분명히"
37,표제어,plant,"n.공장, 식물 v.심다"
31,표제어,platform,"n.플랫폼, 연단, 승강장"
21,표제어,plausible,a.그럴듯한
24,표제어,please,"v.기쁘게 하다, 만족시키다"
24,연관어,pleasant,"a.유쾌한, 기분 좋은"
24,연관어,unpleasant,"a.불쾌한, 불편한"
24,연관어,pleasurable,"a.즐거운, 유쾌한"
24,연관어,pleasure,"n.기쁨, 즐거움"
26,표제어,pledge,"v.맹세하다, 약속하다"
8,표제어,plentiful,a.풍부한
1,표제어,plot,n.줄거리
6,표제어,poetry,n.시
6,연관어,poem,n.시 
6,연관어,poet,n.시인
6,연관어,poetic,a.시적인
43,표제어,point,"n.요점, 지점 v.가리키다, 지적하다
"
43,연관어,point of view,n.관점
43,연관어,point out,v.지적하다
43,연관어,pointless,a.무의미한
7,표제어,poison,"n.독, 독약 v.오염시키다, 중독시키다
"
